Lat Pulldown,3,AMRAP
Single-Arm Cable Row,2,AMRAP
Machine Preacher Curl,2,AMRAP
DB Curls,2,AMRAP
Wide Grip T-Bar Row,2,AMRAP
Lat Pullover (Dropset),1,AMRAP
Reverse Pec Dec,2,AMRAP
