Machine Shoulder Press,2,AMRAP
DB Alternating Curls,3,AMRAP
Tricep Extensions (Dropset),2,AMRAP
Chest Supported DB Lat Raises,2,AMRAP
Machine Preacher Curl,2,AMRAP
