Machine Chest Fly,2,AMRAP
Incline Bench Press,3,6-12 | Last Set AMRAP
Machine Low Row,3,AMRAP
Wide Grip T-Bar Row,3,AMRAP
Lat Pull Down,3,10-15 To Failure
Flat Machine Press,3,AMRAP
Tricep Pushdown,2,AMRAP
Tricep Cable Extension,2,AMRAP
