DB Shoulder Press,3,6-8
Cable Lat Raises,2,AMRAP
DB Lat Raises,3,10-15 To Failure
Alternating DB Hammer Curl,3,AMRAP
DB Spider Curls,2,AMRAP
Preacher Curl Machine (Single-Arm),3,8-10 To Failure
Tricep Pushdown,2,AMRAP
Tricep Extension,2,AMRAP
Machine Shoulder Press,2,AMRAP
