Machine Chest Fly,2,AMRAP
Incline DB Bench Press,2,AMRAP
Medium Grip Cable Row,3,AMRAP
Cable Pullover,3,10-12 To Failure
Single-Arm Lat Pulldown (JPG),3,AMRAP
Flat Smith Machine,3,6-10 To Failure
Incline DB Bicep Curl,3,AMRAP
DB Curls,3,AMRAP
