Medium Grip Cable Row,2,AMRAP
Machine Low Row,3,AMRAP
Wide Grip T-bar Row,3,AMRAP
DB Hammer Curls,3,6-8
Incline Seated DB Curls,3,AMRAP
Machine Preacher Curl,2,6-10
Wide Grip Lat Pulldown,3,8-12
DB Rear Delt Fly,3,AMRAP
