Incline Machine Press,2,AMRAP
Seated Cable Fly,2,AMRAP
Machine Shoulder Press,2,AMRAP
Chest Supported DB Lat Raises,3,AMRAP
Tricep Extensions (Dropset),2,AMRAP
Flat Machine Press,1,AMRAP
